gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,layer,path
metro21.371,SkorowidzOrtofomapy2021.1067562,,,,,,,,,,,,,N-34-50-C-c-2-1,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067562.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067562_N-34-50-C-c-2-1.tif,,SkorowidzOrtofomapy2021.1067562.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,41,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro21.372,SkorowidzOrtofomapy2021.1067558,,,,,,,,,,,,,N-34-50-C-c-1-1,2021,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1067558.akt_data,,,,,,,,,,,,,,,,2021-09-10,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75128/75128_1067558_N-34-50-C-c-1-1.tif,,SkorowidzOrtofomapy2021.1067558.dt_pzgik,,,,,,,,,,,,,,,,2022-03-02,41,metro21,C:/Users/admin/Desktop/inference_data/Inference_data/metro21.gml
metro22.0,SkorowidzOrtofomapy2022.1074806,,,,,,,,,,,,,N-34-50-C-d-3-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074806.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074806_N-34-50-C-d-3-4.tif,,SkorowidzOrtofomapy2022.1074806.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,766,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.1,SkorowidzOrtofomapy2022.1074809,,,,,,,,,,,,,N-34-50-C-d-4-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074809.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074809_N-34-50-C-d-4-3.tif,,SkorowidzOrtofomapy2022.1074809.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,834,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.2,SkorowidzOrtofomapy2022.1074807,,,,,,,,,,,,,N-34-50-C-d-4-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074807.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074807_N-34-50-C-d-4-1.tif,,SkorowidzOrtofomapy2022.1074807.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,763,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.3,SkorowidzOrtofomapy2022.1074840,,,,,,,,,,,,,N-34-62-A-b-2-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074840.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074840_N-34-62-A-b-2-3.tif,,SkorowidzOrtofomapy2022.1074840.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,739,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.4,SkorowidzOrtofomapy2022.1074819,,,,,,,,,,,,,N-34-50-D-d-3-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074819.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074819_N-34-50-D-d-3-3.tif,,SkorowidzOrtofomapy2022.1074819.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,561,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.5,SkorowidzOrtofomapy2022.1074835,,,,,,,,,,,,,N-34-62-A-b-1-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074835.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074835_N-34-62-A-b-1-2.tif,,SkorowidzOrtofomapy2022.1074835.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,836,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.6,SkorowidzOrtofomapy2022.1074814,,,,,,,,,,,,,N-34-50-D-c-3-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074814.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074814_N-34-50-D-c-3-4.tif,,SkorowidzOrtofomapy2022.1074814.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,771,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.7,SkorowidzOrtofomapy2022.1074816,,,,,,,,,,,,,N-34-50-D-c-4-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074816.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074816_N-34-50-D-c-4-3.tif,,SkorowidzOrtofomapy2022.1074816.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,776,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.8,SkorowidzOrtofomapy2022.1074854,,,,,,,,,,,,,N-34-62-B-b-1-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074854.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074854_N-34-62-B-b-1-3.tif,,SkorowidzOrtofomapy2022.1074854.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,819,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.9,SkorowidzOrtofomapy2022.1074849,,,,,,,,,,,,,N-34-62-B-a-2-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074849.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074849_N-34-62-B-a-2-1.tif,,SkorowidzOrtofomapy2022.1074849.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,886,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.10,SkorowidzOrtofomapy2022.1074811,,,,,,,,,,,,,N-34-50-D-c-3-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074811.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074811_N-34-50-D-c-3-1.tif,,SkorowidzOrtofomapy2022.1074811.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,756,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.11,SkorowidzOrtofomapy2022.1074850,,,,,,,,,,,,,N-34-62-B-a-2-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074850.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074850_N-34-62-B-a-2-2.tif,,SkorowidzOrtofomapy2022.1074850.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,839,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.12,SkorowidzOrtofomapy2022.1074848,,,,,,,,,,,,,N-34-62-B-a-1-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074848.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074848_N-34-62-B-a-1-1.tif,,SkorowidzOrtofomapy2022.1074848.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,904,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.13,SkorowidzOrtofomapy2022.1074810,,,,,,,,,,,,,N-34-50-C-d-4-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074810.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074810_N-34-50-C-d-4-4.tif,,SkorowidzOrtofomapy2022.1074810.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,797,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.14,SkorowidzOrtofomapy2022.1074817,,,,,,,,,,,,,N-34-50-D-c-4-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074817.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074817_N-34-50-D-c-4-4.tif,,SkorowidzOrtofomapy2022.1074817.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,735,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.15,SkorowidzOrtofomapy2022.1074801,,,,,,,,,,,,,N-34-50-C-d-2-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074801.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074801_N-34-50-C-d-2-3.tif,,SkorowidzOrtofomapy2022.1074801.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,674,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.16,SkorowidzOrtofomapy2022.1074839,,,,,,,,,,,,,N-34-62-A-b-2-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074839.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074839_N-34-62-A-b-2-2.tif,,SkorowidzOrtofomapy2022.1074839.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,843,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.17,SkorowidzOrtofomapy2022.1074799,,,,,,,,,,,,,N-34-50-C-d-2-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074799.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074799_N-34-50-C-d-2-1.tif,,SkorowidzOrtofomapy2022.1074799.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,243,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.18,SkorowidzOrtofomapy2022.1074802,,,,,,,,,,,,,N-34-50-C-d-2-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074802.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074802_N-34-50-C-d-2-4.tif,,SkorowidzOrtofomapy2022.1074802.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,210,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.19,SkorowidzOrtofomapy2022.1074812,,,,,,,,,,,,,N-34-50-D-c-3-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074812.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074812_N-34-50-D-c-3-2.tif,,SkorowidzOrtofomapy2022.1074812.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,416,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.20,SkorowidzOrtofomapy2022.1074808,,,,,,,,,,,,,N-34-50-C-d-4-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074808.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074808_N-34-50-C-d-4-2.tif,,SkorowidzOrtofomapy2022.1074808.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,785,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.21,SkorowidzOrtofomapy2022.1074838,,,,,,,,,,,,,N-34-62-A-b-2-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074838.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074838_N-34-62-A-b-2-1.tif,,SkorowidzOrtofomapy2022.1074838.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,852,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.22,SkorowidzOrtofomapy2022.1074796,,,,,,,,,,,,,N-34-50-C-d-1-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074796.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074796_N-34-50-C-d-1-2.tif,,SkorowidzOrtofomapy2022.1074796.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,474,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.23,SkorowidzOrtofomapy2022.1074837,,,,,,,,,,,,,N-34-62-A-b-1-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074837.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074837_N-34-62-A-b-1-4.tif,,SkorowidzOrtofomapy2022.1074837.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,800,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.24,SkorowidzOrtofomapy2022.1074851,,,,,,,,,,,,,N-34-62-B-a-2-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074851.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074851_N-34-62-B-a-2-4.tif,,SkorowidzOrtofomapy2022.1074851.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,824,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.25,SkorowidzOrtofomapy2022.1074804,,,,,,,,,,,,,N-34-50-C-d-3-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074804.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074804_N-34-50-C-d-3-2.tif,,SkorowidzOrtofomapy2022.1074804.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,749,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.26,SkorowidzOrtofomapy2022.1074815,,,,,,,,,,,,,N-34-50-D-c-4-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074815.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074815_N-34-50-D-c-4-1.tif,,SkorowidzOrtofomapy2022.1074815.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,185,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.27,SkorowidzOrtofomapy2022.1074852,,,,,,,,,,,,,N-34-62-B-b-1-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074852.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074852_N-34-62-B-b-1-1.tif,,SkorowidzOrtofomapy2022.1074852.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,814,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.28,SkorowidzOrtofomapy2022.1074813,,,,,,,,,,,,,N-34-50-D-c-3-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074813.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074813_N-34-50-D-c-3-3.tif,,SkorowidzOrtofomapy2022.1074813.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,884,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.29,SkorowidzOrtofomapy2022.1074798,,,,,,,,,,,,,N-34-50-C-d-1-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074798.akt_data,,,,,,,,,,,,,,,,2022-04-29,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074798_N-34-50-C-d-1-4.tif,,SkorowidzOrtofomapy2022.1074798.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,708,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.30,SkorowidzOrtofomapy2022.1074780,,,,,,,,,,,,,N-34-50-C-c-1-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074780.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074780_N-34-50-C-c-1-2.tif,,SkorowidzOrtofomapy2022.1074780.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,855,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.31,SkorowidzOrtofomapy2022.1074792,,,,,,,,,,,,,N-34-50-C-c-4-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074792.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074792_N-34-50-C-c-4-2.tif,,SkorowidzOrtofomapy2022.1074792.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,853,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.32,SkorowidzOrtofomapy2022.1074831,,,,,,,,,,,,,N-34-62-A-a-2-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074831.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074831_N-34-62-A-a-2-4.tif,,SkorowidzOrtofomapy2022.1074831.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,926,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.33,SkorowidzOrtofomapy2022.1074769,,,,,,,,,,,,,N-34-50-C-a-2-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074769.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074769_N-34-50-C-a-2-1.tif,,SkorowidzOrtofomapy2022.1074769.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,175,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.34,SkorowidzOrtofomapy2022.1074832,,,,,,,,,,,,,N-34-62-A-a-4-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074832.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074832_N-34-62-A-a-4-2.tif,,SkorowidzOrtofomapy2022.1074832.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,907,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.35,SkorowidzOrtofomapy2022.1074788,,,,,,,,,,,,,N-34-50-C-c-3-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074788.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074788_N-34-50-C-c-3-2.tif,,SkorowidzOrtofomapy2022.1074788.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,924,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.36,SkorowidzOrtofomapy2022.1074757,,,,,,,,,,,,,N-34-50-A-c-1-2,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074757.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074757_N-34-50-A-c-1-2.tif,,SkorowidzOrtofomapy2022.1074757.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,467,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.37,SkorowidzOrtofomapy2022.1074803,,,,,,,,,,,,,N-34-50-C-d-3-1,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074803.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074803_N-34-50-C-d-3-1.tif,,SkorowidzOrtofomapy2022.1074803.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,762,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.38,SkorowidzOrtofomapy2022.1074785,,,,,,,,,,,,,N-34-50-C-c-2-3,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074785.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074785_N-34-50-C-c-2-3.tif,,SkorowidzOrtofomapy2022.1074785.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,857,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.39,SkorowidzOrtofomapy2022.1074774,,,,,,,,,,,,,N-34-50-C-a-3-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074774.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074774_N-34-50-C-a-3-4.tif,,SkorowidzOrtofomapy2022.1074774.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,897,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.40,SkorowidzOrtofomapy2022.1074786,,,,,,,,,,,,,N-34-50-C-c-2-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074786.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074786_N-34-50-C-c-2-4.tif,,SkorowidzOrtofomapy2022.1074786.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,770,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.41,SkorowidzOrtofomapy2022.1074759,,,,,,,,,,,,,N-34-50-A-c-1-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074759.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074759_N-34-50-A-c-1-4.tif,,SkorowidzOrtofomapy2022.1074759.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,678,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
metro22.42,SkorowidzOrtofomapy2022.1074777,,,,,,,,,,,,,N-34-50-C-a-4-4,2022,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074777.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074777_N-34-50-C-a-4-4.tif,,SkorowidzOrtofomapy2022.1074777.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,253,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/metro22.gml
