,gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,layer,path
667,metro22.44,SkorowidzOrtofomapy2022.1074763,,,,,,,,,,,,,N-34-50-A-c-3-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074763.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074763_N-34-50-A-c-3-4.tif,,SkorowidzOrtofomapy2022.1074763.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,641.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
668,metro22.45,SkorowidzOrtofomapy2022.1074794,,,,,,,,,,,,,N-34-50-C-c-4-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074794.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074794_N-34-50-C-c-4-4.tif,,SkorowidzOrtofomapy2022.1074794.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,809.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
669,metro22.46,SkorowidzOrtofomapy2022.1074772,,,,,,,,,,,,,N-34-50-C-a-3-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074772.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074772_N-34-50-C-a-3-2.tif,,SkorowidzOrtofomapy2022.1074772.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,890.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
670,metro22.47,SkorowidzOrtofomapy2022.1074841,,,,,,,,,,,,,N-34-62-A-b-3-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074841.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074841_N-34-62-A-b-3-1.tif,,SkorowidzOrtofomapy2022.1074841.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,899.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
671,metro22.48,SkorowidzOrtofomapy2022.1074755,,,,,,,,,,,,,N-34-50-A-a-3-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074755.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074755_N-34-50-A-a-3-4.tif,,SkorowidzOrtofomapy2022.1074755.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,128.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
672,metro22.49,SkorowidzOrtofomapy2022.1074829,,,,,,,,,,,,,N-34-62-A-a-2-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074829.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074829_N-34-62-A-a-2-2.tif,,SkorowidzOrtofomapy2022.1074829.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,850.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
673,metro22.50,SkorowidzOrtofomapy2022.1074775,,,,,,,,,,,,,N-34-50-C-a-4-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074775.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074775_N-34-50-C-a-4-1.tif,,SkorowidzOrtofomapy2022.1074775.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,320.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
674,metro22.51,SkorowidzOrtofomapy2022.1074797,,,,,,,,,,,,,N-34-50-C-d-1-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074797.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074797_N-34-50-C-d-1-3.tif,,SkorowidzOrtofomapy2022.1074797.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,774.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
675,metro22.52,SkorowidzOrtofomapy2022.1074784,,,,,,,,,,,,,N-34-50-C-c-2-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074784.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074784_N-34-50-C-c-2-2.tif,,SkorowidzOrtofomapy2022.1074784.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,794.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
676,metro22.53,SkorowidzOrtofomapy2022.1074826,,,,,,,,,,,,,N-34-62-A-a-1-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074826.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074826_N-34-62-A-a-1-2.tif,,SkorowidzOrtofomapy2022.1074826.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,872.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
677,metro22.54,SkorowidzOrtofomapy2022.1074791,,,,,,,,,,,,,N-34-50-C-c-4-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074791.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074791_N-34-50-C-c-4-1.tif,,SkorowidzOrtofomapy2022.1074791.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,898.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
678,metro22.55,SkorowidzOrtofomapy2022.1074793,,,,,,,,,,,,,N-34-50-C-c-4-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074793.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074793_N-34-50-C-c-4-3.tif,,SkorowidzOrtofomapy2022.1074793.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,887.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
679,metro22.56,SkorowidzOrtofomapy2022.1074768,,,,,,,,,,,,,N-34-50-C-a-1-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074768.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074768_N-34-50-C-a-1-4.tif,,SkorowidzOrtofomapy2022.1074768.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,901.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
680,metro22.57,SkorowidzOrtofomapy2022.1074790,,,,,,,,,,,,,N-34-50-C-c-3-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074790.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074790_N-34-50-C-c-3-4.tif,,SkorowidzOrtofomapy2022.1074790.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,868.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
681,metro22.58,SkorowidzOrtofomapy2022.1074764,,,,,,,,,,,,,N-34-50-A-c-4-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074764.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074764_N-34-50-A-c-4-1.tif,,SkorowidzOrtofomapy2022.1074764.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,58.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
682,metro22.59,SkorowidzOrtofomapy2022.1074761,,,,,,,,,,,,,N-34-50-A-c-3-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074761.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074761_N-34-50-A-c-3-2.tif,,SkorowidzOrtofomapy2022.1074761.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,488.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
683,metro22.60,SkorowidzOrtofomapy2022.1074805,,,,,,,,,,,,,N-34-50-C-d-3-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074805.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074805_N-34-50-C-d-3-3.tif,,SkorowidzOrtofomapy2022.1074805.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,792.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
684,metro22.61,SkorowidzOrtofomapy2022.1074776,,,,,,,,,,,,,N-34-50-C-a-4-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074776.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074776_N-34-50-C-a-4-3.tif,,SkorowidzOrtofomapy2022.1074776.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,768.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
685,metro22.62,SkorowidzOrtofomapy2022.1074795,,,,,,,,,,,,,N-34-50-C-d-1-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074795.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074795_N-34-50-C-d-1-1.tif,,SkorowidzOrtofomapy2022.1074795.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,605.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
686,metro22.63,SkorowidzOrtofomapy2022.1074766,,,,,,,,,,,,,N-34-50-C-a-1-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074766.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074766_N-34-50-C-a-1-2.tif,,SkorowidzOrtofomapy2022.1074766.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,839.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
687,metro22.64,SkorowidzOrtofomapy2022.1074782,,,,,,,,,,,,,N-34-50-C-c-1-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074782.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074782_N-34-50-C-c-1-4.tif,,SkorowidzOrtofomapy2022.1074782.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,928.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
688,metro22.65,SkorowidzOrtofomapy2022.1074834,,,,,,,,,,,,,N-34-62-A-b-1-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074834.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074834_N-34-62-A-b-1-1.tif,,SkorowidzOrtofomapy2022.1074834.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,841.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
689,metro22.66,SkorowidzOrtofomapy2022.1074783,,,,,,,,,,,,,N-34-50-C-c-2-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074783.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074783_N-34-50-C-c-2-1.tif,,SkorowidzOrtofomapy2022.1074783.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,799.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
690,metro22.67,SkorowidzOrtofomapy2022.1074836,,,,,,,,,,,,,N-34-62-A-b-1-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074836.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074836_N-34-62-A-b-1-3.tif,,SkorowidzOrtofomapy2022.1074836.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,877.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
691,metro22.68,SkorowidzOrtofomapy2022.1074828,,,,,,,,,,,,,N-34-62-A-a-2-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074828.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074828_N-34-62-A-a-2-1.tif,,SkorowidzOrtofomapy2022.1074828.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,868.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
692,metro22.69,SkorowidzOrtofomapy2022.1074830,,,,,,,,,,,,,N-34-62-A-a-2-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074830.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074830_N-34-62-A-a-2-3.tif,,SkorowidzOrtofomapy2022.1074830.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,917.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
693,metro22.70,SkorowidzOrtofomapy2022.1074770,,,,,,,,,,,,,N-34-50-C-a-2-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074770.akt_data,,,,,,,,,,,,,,,,2022-05-02,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074770_N-34-50-C-a-2-3.tif,,SkorowidzOrtofomapy2022.1074770.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,96.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
694,metro22.71,SkorowidzOrtofomapy2022.1074736,,,,,,,,,,,,,N-34-49-D-b-2-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074736.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074736_N-34-49-D-b-2-2.tif,,SkorowidzOrtofomapy2022.1074736.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,919.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
695,metro22.72,SkorowidzOrtofomapy2022.1074729,,,,,,,,,,,,,N-34-49-B-d-4-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074729.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074729_N-34-49-B-d-4-4.tif,,SkorowidzOrtofomapy2022.1074729.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,962.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
696,metro22.73,SkorowidzOrtofomapy2022.1074751,,,,,,,,,,,,,N-34-49-D-d-4-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074751.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074751_N-34-49-D-d-4-3.tif,,SkorowidzOrtofomapy2022.1074751.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,924.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
697,metro22.74,SkorowidzOrtofomapy2022.1074726,,,,,,,,,,,,,N-34-49-B-d-4-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074726.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074726_N-34-49-B-d-4-1.tif,,SkorowidzOrtofomapy2022.1074726.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,847.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
698,metro22.75,SkorowidzOrtofomapy2022.1074730,,,,,,,,,,,,,N-34-49-D-a-2-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074730.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074730_N-34-49-D-a-2-2.tif,,SkorowidzOrtofomapy2022.1074730.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,988.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
699,metro22.76,SkorowidzOrtofomapy2022.1074748,,,,,,,,,,,,,N-34-49-D-d-2-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074748.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074748_N-34-49-D-d-2-4.tif,,SkorowidzOrtofomapy2022.1074748.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,909.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
700,metro22.77,SkorowidzOrtofomapy2022.1074781,,,,,,,,,,,,,N-34-50-C-c-1-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074781.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074781_N-34-50-C-c-1-3.tif,,SkorowidzOrtofomapy2022.1074781.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,832.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
701,metro22.78,SkorowidzOrtofomapy2022.1074823,,,,,,,,,,,,,N-34-61-B-b-2-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074823.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074823_N-34-61-B-b-2-1.tif,,SkorowidzOrtofomapy2022.1074823.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,934.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
702,metro22.79,SkorowidzOrtofomapy2022.1074731,,,,,,,,,,,,,N-34-49-D-b-1-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074731.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074731_N-34-49-D-b-1-1.tif,,SkorowidzOrtofomapy2022.1074731.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,959.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
703,metro22.80,SkorowidzOrtofomapy2022.1074749,,,,,,,,,,,,,N-34-49-D-d-4-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074749.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074749_N-34-49-D-d-4-1.tif,,SkorowidzOrtofomapy2022.1074749.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,915.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
704,metro22.81,SkorowidzOrtofomapy2022.1074825,,,,,,,,,,,,,N-34-62-A-a-1-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074825.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074825_N-34-62-A-a-1-1.tif,,SkorowidzOrtofomapy2022.1074825.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,824.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
705,metro22.82,SkorowidzOrtofomapy2022.1074760,,,,,,,,,,,,,N-34-50-A-c-3-1,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074760.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074760_N-34-50-A-c-3-1.tif,,SkorowidzOrtofomapy2022.1074760.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,737.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
706,metro22.83,SkorowidzOrtofomapy2022.1074723,,,,,,,,,,,,,N-34-49-B-d-3-2,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074723.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074723_N-34-49-B-d-3-2.tif,,SkorowidzOrtofomapy2022.1074723.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,975.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
707,metro22.84,SkorowidzOrtofomapy2022.1074721,,,,,,,,,,,,,N-34-49-B-d-2-4,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074721.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074721_N-34-49-B-d-2-4.tif,,SkorowidzOrtofomapy2022.1074721.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,817.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
708,metro22.85,SkorowidzOrtofomapy2022.1074728,,,,,,,,,,,,,N-34-49-B-d-4-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074728.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074728_N-34-49-B-d-4-3.tif,,SkorowidzOrtofomapy2022.1074728.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,733.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
709,metro22.86,SkorowidzOrtofomapy2022.1074767,,,,,,,,,,,,,N-34-50-C-a-1-3,2022.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.9.2022,,SkorowidzOrtofomapy2022.1074767.akt_data,,,,,,,,,,,,,,,,2022-05-09,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/76176/76176_1074767_N-34-50-C-a-1-3.tif,,SkorowidzOrtofomapy2022.1074767.dt_pzgik,,,,,,,,,,,,,,,,2022-11-16,878.0,metro22,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro22.gml
